snippet,keywords,news_desk,headline,pub_date,negative,positive,sentiment_score
Experts and couples are challenging the conventional wisdom that sex is essential to relationships.,"[{'name': 'subject', 'value': 'Sex', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Marriages', 'rank': 2, 'major': 'N'}]",Magazine,"{'main': 'Can a Sexless Marriage Be a Happy One?', 'kicker': 'The Modern Love Issue', 'content_kicker': None, 'print_headline': 'An Intimate Absence', 'name': None, 'seo': None, 'sub': None}",2024-04-17T09:03:01+0000,0.005973069462925196,0.9940268993377686,0.9880538298748434
"It doesn’t take a lot of work to keep copies of your phone’s photos, videos and other files stashed securely in case of an emergency.","[{'name': 'subject', 'value': 'Smartphones', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'iOS (Operating System)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Android (Operating System)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Service', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Data Storage', 'rank': 5, 'major': 'N'}]",Business,"{'main': 'The Basics of Smartphone Backups', 'kicker': 'Tech Tip', 'content_kicker': None, 'print_headline': 'Your Guide to Smartphone Backups', 'name': None, 'seo': None, 'sub': None}",2024-04-17T09:03:03+0000,0.9839863777160645,0.01601366326212883,-0.9679727144539356
Recent arrests at Columbia University spurred a nationwide movement of pro-Palestinian protests and encampments on campuses.,"[{'name': 'subject', 'value': 'Colleges and Universities', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests and Riots', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'School Discipline (Students)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Anti-Semitism', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of Speech and Expression', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Columbia University', 'rank': 8, 'major': 'N'}]",National,"{'main': 'What to Know About the Campus Protests Over the Israel-Hamas War', 'kicker': None, 'content_kicker': None, 'print_headline': 'How Campus Turmoil  Over Middle East Crisis Began and Then Grew', 'name': None, 'seo': None, 'sub': None}",2024-04-17T09:03:12+0000,0.15432967245578766,0.8456702828407288,0.6913406103849411
The United Automobile Workers hopes contract gains at the Big Three carmakers will provide momentum in a broad effort to organize nonunion plants.,"[{'name': 'organizations', 'value': 'Volkswagen AG', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Organized Labor', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'United Automobile Workers', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Labor and Jobs', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Automobiles', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Wages and Salaries', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Fain, Shawn', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Chattanooga (Tenn)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Factories and Manufacturing', 'rank': 9, 'major': 'N'}]",Business,"{'main': 'VW Workers in Tennessee Start Vote on U.A.W., Testing Union Ambitions', 'kicker': None, 'content_kicker': None, 'print_headline': 'Voting Tests Union’s Push At VW Plant', 'name': None, 'seo': None, 'sub': None}",2024-04-17T09:03:31+0000,0.011830438859760761,0.9881695508956909,0.9763391120359302
Reality stars and other people with some degree of fame are making no secret of their hopes to join the next cast of the hit show “The Traitors.”,"[{'name': 'subject', 'value': 'Reality Television', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Traitors (TV Program)', 'rank': 2, 'major': 'N'}]",Styles,"{'main': 'Who Doesn’t Want to Be a Traitor?', 'kicker': None, 'content_kicker': None, 'print_headline': 'Who Doesn’t Want to Be a Traitor These Days?', 'name': None, 'seo': None, 'sub': None}",2024-04-17T09:03:46+0000,0.9759160876274109,0.024083849042654037,-0.9518322385847569
The U.S. secretary of state and his counterparts are gathering as world leaders try to contain the fallout from the Israel-Hamas war.,"[{'name': 'glocations', 'value': 'Capri (Italy)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Group of Seven', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Russian Invasion of Ukraine (2022)', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Blinken, Antony J', 'rank': 8, 'major': 'N'}]",Washington,"{'main': 'Blinken Arrives in Italy for Talks on Israel and Ukraine at G7 Meeting', 'kicker': None, 'content_kicker': None, 'print_headline': 'G7 Meeting Is Focusing On Ukraine And Gaza', 'name': None, 'seo': None, 'sub': None}",2024-04-17T09:04:04+0000,0.046930838376283646,0.9530691504478455,0.9061383120715618
"The State Senate introduced a bill to repeal a near-total abortion ban dating back to the Civil War, while the House blocked an effort to do so.","[{'name': 'glocations', 'value': 'Arizona', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Abortion', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Supreme Courts (State)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'State Legislatures', 'rank': 6, 'major': 'N'}]",National,"{'main': 'Arizona Republicans Splinter Over Repeal of 1864 Abortion Ban', 'kicker': None, 'content_kicker': None, 'print_headline': 'Another Attempt to Repeal Arizona Abortion Ban Blocked', 'name': None, 'seo': None, 'sub': None}",2024-04-17T09:04:12+0000,0.9846673011779785,0.015332666225731373,-0.9693346349522471
A new analysis of the August inferno on the island of Maui in Hawaii describes heroic efforts by firefighters. But it also finds many ways the town could have been better prepared.,"[{'name': 'subject', 'value': 'Fires and Firefighters', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Wildfires', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Lahaina (Hawaii)', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Maui (Hawaii)', 'rank': 4, 'major': 'N'}]",National,"{'main': 'As Lahaina Burned, Fire Crews Waited an Hour for Equipment', 'kicker': None, 'content_kicker': None, 'print_headline': 'Wildfire Crews Were Forced To Wait an Hour for Tools To Fight the Lahaina Blaze', 'name': None, 'seo': None, 'sub': None}",2024-04-17T09:04:19+0000,0.010955484583973885,0.9890445470809937,0.9780890624970198
"At a time of heightened confusion and legal battles over access to abortion, women are looking to social media for answers.","[{'name': 'subject', 'value': 'Abortion', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'TikTok (ByteDance)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Women and Girls', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Video Recordings, Downloads and Streaming', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Pregnancy and Childbirth', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Roe v Wade (Supreme Court Decision)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': ""Dobbs v Jackson Women's Health Organization (Supreme Court Decision)"", 'rank': 8, 'major': 'N'}]",Express,"{'main': 'Women Talk Through Their Abortions on TikTok', 'kicker': None, 'content_kicker': None, 'print_headline': 'Women Share Abortion Input Across TikTok', 'name': None, 'seo': None, 'sub': None}",2024-04-17T09:40:10+0000,0.97655189037323,0.023448098450899124,-0.9531037919223309
"The company reported results of clinical trials involving Zepbound, an obesity drug in the same class as Novo Nordisk’s Wegovy.","[{'name': 'subject', 'value': 'APNEA (SLEEP DISORDER)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Drugs (Pharmaceuticals)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Obesity', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Weight', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Clinical Trials', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Eli Lilly and Company', 'rank': 7, 'major': 'N'}]",Science,"{'main': 'Sleep Apnea Reduced in People Who Took Weight-Loss Drug, Eli Lilly Reports', 'kicker': None, 'content_kicker': None, 'print_headline': 'Weight-Loss Drug Helps Relieve Sleep Apnea, Eli Lilly Reports, Citing Its Studies', 'name': None, 'seo': None, 'sub': None}",2024-04-17T10:15:07+0000,0.27671894431114197,0.7232810854911804,0.44656214118003845
"The U.K. government hoped to pass a bill this week, two years after the plan was first unveiled, in an effort to override a ruling by Britain’s highest court.","[{'name': 'glocations', 'value': 'Great Britain', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Rwanda', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Asylum, Right of', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Illegal Immigration', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Sunak, Rishi (1980- )', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Human Rights and Human Rights Violations', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Refugees and Displaced Persons', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Deportation', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Conservative Party (Great Britain)', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'European Court of Human Rights', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Lords (Great Britain)', 'rank': 13, 'major': 'N'}, {'name': 'persons', 'value': 'Braverman, Suella', 'rank': 14, 'major': 'N'}, {'name': 'persons', 'value': 'Johnson, Boris', 'rank': 15, 'major': 'N'}, {'name': 'glocations', 'value': 'English Channel', 'rank': 16, 'major': 'N'}]",Foreign,"{'main': 'A Timeline of Britain’s Troubled Plan to Send Asylum Seekers to Rwanda', 'kicker': None, 'content_kicker': None, 'print_headline': 'Retracing Bumpy Steps In Britain’s Plan to Send  Asylum Seekers to Rwanda', 'name': None, 'seo': None, 'sub': None}",2024-04-17T10:16:12+0000,0.9848120212554932,0.015187956392765045,-0.9696240648627281
"The unexpected relocation was attributed to a heat wave, and came as the military government is facing increasingly emboldened rebel forces.","[{'name': 'persons', 'value': 'Aung San Suu Kyi', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Myanmar', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 4, 'major': 'N'}]",Foreign,"{'main': 'Aung San Suu Kyi Moved to Unknown Location From Prison by Myanmar Junta', 'kicker': None, 'content_kicker': None, 'print_headline': 'Myanmar Junta Moves Ousted Leader, Spurring Concerns for Safety', 'name': None, 'seo': None, 'sub': None}",2024-04-17T10:21:55+0000,0.09829338639974594,0.9017065763473511,0.8034131899476051
"Georgia, Michigan and Nevada have already brought charges against people who posed as electors for Donald Trump, and Arizona and Wisconsin have active investigations.","[{'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Voter Fraud (Election Fraud)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Racketeering and Racketeers', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Electoral College', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Georgia Criminal Case Against Trump (2020 Election)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Federal Criminal Case Against Trump (2020 Election Case)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Federal-State Relations (US)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'States (US)', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Chesebro, Kenneth', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Roman, Mike (1972- )', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Arizona', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'Georgia', 'rank': 13, 'major': 'N'}, {'name': 'glocations', 'value': 'Michigan', 'rank': 14, 'major': 'N'}, {'name': 'glocations', 'value': 'Nevada', 'rank': 15, 'major': 'N'}, {'name': 'glocations', 'value': 'Wisconsin', 'rank': 16, 'major': 'N'}]",National,"{'main': 'Prosecutions of Fake Electors for Trump Gain Ground in Swing States', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Crucial Swing States, Fake Electors for Trump Face Growing Scrutiny', 'name': None, 'seo': None, 'sub': None}",2024-04-17T10:51:02+0000,0.38740411400794983,0.6125959157943726,0.22519180178642273
President Volodymyr Zelensky said the death toll might rise and blamed lack of air defenses for the loss of life. Dozens more were reported wounded.,"[{'name': 'subject', 'value': 'Defense and Military Forces', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Russian Invasion of Ukraine (2022)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Foreign Aid', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Crimea (Ukraine)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Ukraine', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Arms Trade', 'rank': 7, 'major': 'N'}]",Washington,"{'main': 'Russian Missile Attack North of Kyiv Kills at Least 17, Ukraine Says', 'kicker': None, 'content_kicker': None, 'print_headline': 'Russian Missiles Strike North of Kyiv, Killing 17, Ukraine Says', 'name': None, 'seo': None, 'sub': None}",2024-04-17T11:57:33+0000,0.9969335794448853,0.003066456178203225,-0.993867123266682
"Regulators are expected to meet next week to discuss the $8.5 billion deal between Coach’s owner, Tapestry, and Michael Kors’s parent company, Capri Holdings, which would create a U.S. luxury conglomerate.","[{'name': 'subject', 'value': 'Fashion and Apparel', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Mergers, Acquisitions and Divestitures', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Antitrust Laws and Competition Issues', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Corporations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Shopping and Retail', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Capri Holdings Ltd', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Trade Commission', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Tapestry Inc', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Coach Inc', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Versace, Gianni, SpA', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Michael Kors Holdings Ltd', 'rank': 11, 'major': 'N'}]",Business,"{'main': 'F.T.C. Said to Consider Blocking Major Fashion Merger', 'kicker': None, 'content_kicker': None, 'print_headline': 'F.T.C. Is Said to Be Eyeing Lawsuit Against Fashion Merger', 'name': None, 'seo': None, 'sub': None}",2024-04-17T12:34:33+0000,0.032114576548337936,0.967885434627533,0.935770858079195
"A reader is torn between attending a final dinner with his uncle, who has terminal cancer, and supporting his father, who wasn’t invited because of an old grudge.","[{'name': 'subject', 'value': 'Customs, Etiquette and Manners', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Families and Family Life', 'rank': 3, 'major': 'N'}]",Styles,"{'main': 'Should I Be Loyal to My Father or My Dying Uncle?', 'kicker': 'Social Q’s', 'content_kicker': None, 'print_headline': 'Torn by Family Ties', 'name': None, 'seo': None, 'sub': None}",2024-04-17T13:00:07+0000,0.9942747950553894,0.005725252907723188,-0.9885495421476662
"“Agreement,” at Irish Arts Center, and “Philadelphia, Here I Come!,” at Irish Repertory Theater, have a timeless feel, rooted in their eras and resonant in ours.","[{'name': 'subject', 'value': 'Theater', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Irish Arts Center', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Irish Repertory Theater', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Lyric Theater', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Friel, Brian', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'McCafferty, Owen (1961- )', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': ""O'Reilly, Ciaran"", 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Ireland', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Belfast (Northern Ireland)', 'rank': 9, 'major': 'N'}, {'name': 'creative_works', 'value': 'Philadelphia, Here I Come! (Play)', 'rank': 10, 'major': 'N'}, {'name': 'creative_works', 'value': 'Agreement (Play)', 'rank': 11, 'major': 'N'}]",Culture,"{'main': 'In Belfast and Ballybeg, Forging a Bolder Future', 'kicker': 'Critic’s Notebook', 'content_kicker': None, 'print_headline': 'Timeless and Irish, Whether Dramatic or Comic', 'name': None, 'seo': None, 'sub': None}",2024-04-17T14:19:53+0000,0.00018362270202487707,0.999816358089447,0.9996327353874221
The country’s exhibition was already closed after its artist refused to exhibit her work until there was a cease-fire and hostage deal in Gaza. But that didn’t calm the discontent.,"[{'name': 'subject', 'value': 'Venice Biennale', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests and Riots', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Patir, Ruth', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 7, 'major': 'N'}]",Culture,"{'main': 'At Venice Biennale, Israel’s Show Is Halted, but Protests Go On', 'kicker': None, 'content_kicker': None, 'print_headline': 'Protests Continue At Biennale In Venice', 'name': None, 'seo': None, 'sub': None}",2024-04-17T14:55:25+0000,0.9980307221412659,0.0019693083595484495,-0.9960614137817174
"Rusty Foster could never live in New York. But his hit newsletter, Today in Tabs, is an enduring obsession of the city’s media class.","[{'name': 'subject', 'value': 'News and News Media', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Newsletters', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Writing and Writers', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Foster, Rusty (1976- )', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Today in Tabs (Newsletter)', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Peaks Island (Me)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'audio-neutral-informative', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'audio-positive-escape', 'rank': 9, 'major': 'N'}]",Styles,"{'main': 'From a Tiny Island in Maine, He Serves Up Fresh Media Gossip', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Remote Hive of Media Buzz', 'name': None, 'seo': None, 'sub': None}",2024-04-17T15:00:12+0000,0.0002038382226601243,0.9997962117195129,0.9995923734968528
"Organizers released the event lineup for the annual New York event, set for June. It includes films that trace the lives of Linda Perry and Avicii.","[{'name': 'subject', 'value': 'Tribeca Film Festival (NYC)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Avicii', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Gladstone, Lily', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Lowe, Rob', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Estevez, Emilio', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'McCarthy, Andrew', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'TriBeCa (Manhattan, NY)', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Moore, Demi', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Sheedy, Ally', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Perry, Linda', 'rank': 12, 'major': 'N'}]",Culture,"{'main': 'Tribeca Festival to Feature Brat Pack and Lily Gladstone Films', 'kicker': None, 'content_kicker': None, 'print_headline': 'Tribeca Festival Announces Lineup', 'name': None, 'seo': None, 'sub': None}",2024-04-17T15:00:13+0000,0.0031931307166814804,0.9968068599700928,0.9936137292534113
"Since the collapse of the Key Bridge, other East Coast ports have absorbed the cargo previously handled in Baltimore, but some parts of the supply chain like trucking are struggling.","[{'name': 'glocations', 'value': 'Francis Scott Key Bridge (Baltimore, Md)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Maritime Accidents and Safety', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Trucks and Trucking', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Ports', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Supply Chain', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Freight (Cargo)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Ships and Shipping', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'United States Economy', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Railroads', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Labor and Jobs', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Coal', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Automobiles', 'rank': 13, 'major': 'N'}, {'name': 'organizations', 'value': 'Norfolk Southern Corporation', 'rank': 14, 'major': 'N'}, {'name': 'organizations', 'value': 'Port Authority of New York and New Jersey', 'rank': 15, 'major': 'N'}, {'name': 'organizations', 'value': 'Georgia Ports Authority', 'rank': 16, 'major': 'N'}, {'name': 'glocations', 'value': 'Baltimore (Md)', 'rank': 17, 'major': 'N'}, {'name': 'glocations', 'value': 'BRUNSWICK (GA)', 'rank': 18, 'major': 'N'}, {'name': 'glocations', 'value': 'East Coast (US)', 'rank': 19, 'major': 'N'}, {'name': 'glocations', 'value': 'Newark (NJ)', 'rank': 20, 'major': 'N'}, {'name': 'glocations', 'value': 'Norfolk (Va)', 'rank': 21, 'major': 'N'}, {'name': 'glocations', 'value': 'Port of New York and New Jersey', 'rank': 22, 'major': 'N'}]",Business,"{'main': 'Trains, Trucks and Tractors: The Race to Reroute Goods From Baltimore', 'kicker': None, 'content_kicker': None, 'print_headline': 'Trains, Trucks and Tractors: A Race To Reroute Goods From Baltimore', 'name': None, 'seo': None, 'sub': None}",2024-04-17T15:28:13+0000,0.977732241153717,0.022267814725637436,-0.9554644264280796
"Uri Berliner, who has worked at NPR for 25 years, said in an essay last week that the nonprofit had allowed progressive bias to taint its coverage.","[{'name': 'persons', 'value': 'Berliner, Uri', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'National Public Radio', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Appointments and Executive Changes', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'News and News Media', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of the Press', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Free Press, The', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Maher, Katherine', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Liberalism (US Politics)', 'rank': 8, 'major': 'N'}]",Business,"{'main': 'NPR Editor Who Accused Broadcaster of Liberal Bias Resigns', 'kicker': None, 'content_kicker': None, 'print_headline': 'Editor Whose Essay Accused NPR of Liberal Bias Resigns', 'name': None, 'seo': None, 'sub': None}",2024-04-17T15:28:49+0000,0.9929267764091492,0.007073243148624897,-0.9858535332605243
"The third edition of Summer for the City will feature hip-hop, comedy, classical music and more, under the motto “life, liberty and happiness.”","[{'name': 'subject', 'value': 'Festivals', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Culture (Arts)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Summer (Season)', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Lincoln Center for the Performing Arts', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Thake, Shanta', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Festival Orchestra of Lincoln Center', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 8, 'major': 'N'}]",Culture,"{'main': 'Lincoln Center’s Summer Festival to Focus on Civic Bonds', 'kicker': None, 'content_kicker': None, 'print_headline': 'Summer for the City to Focus on Civic Bonds', 'name': None, 'seo': None, 'sub': None}",2024-04-17T16:00:07+0000,0.0013574898475781083,0.9986425042152405,0.9972850143676624
"The stolen gold was partly used to buy guns that were bound for Canada, the police said.","[{'name': 'subject', 'value': 'Robberies and Thefts', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Gold', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'AIR CANADA', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Canada', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Toronto (Ontario)', 'rank': 5, 'major': 'N'}]",Foreign,"{'main': 'Nine People, Including an Airline Worker, Are Arrested in $14.5 Million Gold Heist', 'kicker': None, 'content_kicker': None, 'print_headline': 'Nine Arrests In Gold Heist From Airport In Canada', 'name': None, 'seo': None, 'sub': None}",2024-04-17T16:20:25+0000,0.9918292164802551,0.00817080494016409,-0.983658411540091
